1, none, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
5850, none, wythers:larch_taiga, MONSTER, quark:stoneling, 80, 1, 1
5851, none, wythers:larch_taiga, MONSTER, quark:toretoise, 80, 2, 4
5852, none, wythers:larch_taiga, CREATURE, minecraft:sheep, 12, 4, 4
5853, none, wythers:larch_taiga, CREATURE, minecraft:pig, 10, 4, 4
5854, none, wythers:larch_taiga, CREATURE, minecraft:chicken, 10, 4, 4
5855, none, wythers:larch_taiga, CREATURE, minecraft:cow, 10, 4, 4
5856, none, wythers:larch_taiga, CREATURE, minecraft:wolf, 10, 4, 4
5857, none, wythers:larch_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
5858, none, wythers:larch_taiga, CREATURE, minecraft:fox, 10, 2, 4
5859, none, wythers:larch_taiga, AMBIENT, minecraft:bat, 10, 8, 8
5860, none, wythers:larch_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5861, none, wythers:phantasmal_forest, MONSTER, minecraft:spider, 50, 4, 4
5862, none, wythers:phantasmal_forest, MONSTER, minecraft:cave_spider, 50, 4, 4
5863, none, wythers:phantasmal_forest, MONSTER, minecraft:zombie, 50, 4, 4
5864, none, wythers:phantasmal_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
5865, none, wythers:phantasmal_forest, MONSTER, minecraft:skeleton, 50, 4, 4
5866, none, wythers:phantasmal_forest, MONSTER, minecraft:stray, 50, 4, 4
5867, none, wythers:phantasmal_forest, MONSTER, minecraft:creeper, 20, 4, 4
5868, none, wythers:phantasmal_forest, MONSTER, minecraft:slime, 80, 4, 4
5869, none, wythers:phantasmal_forest, MONSTER, minecraft:enderman, 5, 1, 4
5870, none, wythers:phantasmal_forest, MONSTER, minecraft:vex, 10, 2, 2
5871, none, wythers:phantasmal_forest, MONSTER, minecraft:vindicator, 30, 1, 2
5872, none, wythers:phantasmal_forest, MONSTER, minecraft:ravager, 10, 1, 1
5873, none, wythers:phantasmal_forest, MONSTER, minecraft:witch, 5, 3, 4
5874, none, wythers:phantasmal_forest, MONSTER, quark:stoneling, 80, 1, 1
5875, none, wythers:phantasmal_forest, MONSTER, quark:toretoise, 80, 2, 4
5876, none, wythers:phantasmal_forest, AMBIENT, minecraft:bat, 10, 8, 8
5877, none, wythers:phantasmal_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5878, none, wythers:black_beach, MONSTER, minecraft:spider, 80, 4, 4
5879, none, wythers:black_beach, MONSTER, minecraft:zombie, 80, 4, 4
5880, none, wythers:black_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
5881, none, wythers:black_beach, MONSTER, minecraft:skeleton, 80, 4, 4
5882, none, wythers:black_beach, MONSTER, minecraft:creeper, 80, 4, 4
5883, none, wythers:black_beach, MONSTER, minecraft:slime, 80, 4, 4
5884, none, wythers:black_beach, MONSTER, minecraft:enderman, 5, 1, 4
5885, none, wythers:black_beach, MONSTER, minecraft:witch, 5, 1, 1
5886, none, wythers:black_beach, MONSTER, minecraft:slime, 10, 1, 1
5887, none, wythers:black_beach, MONSTER, quark:stoneling, 80, 1, 1
5888, none, wythers:black_beach, MONSTER, quark:toretoise, 80, 2, 4
5889, none, wythers:black_beach, AMBIENT, minecraft:bat, 10, 8, 8
5890, none, wythers:black_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5891, none, wythers:tropical_rainforest, MONSTER, minecraft:spider, 80, 4, 4
5892, none, wythers:tropical_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
5893, none, wythers:tropical_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
5894, none, wythers:tropical_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
5895, none, wythers:tropical_rainforest, MONSTER, minecraft:creeper, 80, 4, 4
5896, none, wythers:tropical_rainforest, MONSTER, minecraft:slime, 80, 4, 4
5897, none, wythers:tropical_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
5898, none, wythers:tropical_rainforest, MONSTER, minecraft:witch, 5, 1, 1
5899, none, wythers:tropical_rainforest, MONSTER, minecraft:ocelot, 10, 1, 3
5900, none, wythers:tropical_rainforest, MONSTER, quark:stoneling, 80, 1, 1
5901, none, wythers:tropical_rainforest, MONSTER, quark:toretoise, 80, 2, 4
5902, none, wythers:tropical_rainforest, CREATURE, minecraft:parrot, 40, 1, 2
5903, none, wythers:tropical_rainforest, CREATURE, minecraft:pig, 10, 4, 4
5904, none, wythers:tropical_rainforest, CREATURE, minecraft:hoglin, 10, 4, 4
5905, none, wythers:tropical_rainforest, CREATURE, minecraft:chicken, 20, 4, 4
5906, none, wythers:tropical_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
5907, none, wythers:tropical_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5908, none, wythers:jungle_island, MONSTER, minecraft:spider, 80, 4, 4
5909, none, wythers:jungle_island, MONSTER, minecraft:zombie, 80, 4, 4
5910, none, wythers:jungle_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
5911, none, wythers:jungle_island, MONSTER, minecraft:skeleton, 80, 4, 4
5912, none, wythers:jungle_island, MONSTER, minecraft:creeper, 80, 4, 4
5913, none, wythers:jungle_island, MONSTER, minecraft:slime, 80, 4, 4
5914, none, wythers:jungle_island, MONSTER, minecraft:enderman, 5, 1, 4
5915, none, wythers:jungle_island, MONSTER, minecraft:witch, 5, 1, 1
5916, none, wythers:jungle_island, MONSTER, quark:stoneling, 80, 1, 1
5917, none, wythers:jungle_island, MONSTER, quark:toretoise, 80, 2, 4
5918, none, wythers:jungle_island, CREATURE, minecraft:pig, 10, 4, 4
5919, none, wythers:jungle_island, CREATURE, minecraft:chicken, 10, 4, 4
5920, none, wythers:jungle_island, CREATURE, minecraft:chicken, 10, 4, 4
5921, none, wythers:jungle_island, CREATURE, minecraft:parrot, 40, 1, 2
5922, none, wythers:jungle_island, AMBIENT, minecraft:bat, 10, 8, 8
5923, none, wythers:jungle_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5924, none, wythers:jungle_island, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
5925, none, wythers:jungle_island, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
5926, none, wythers:jungle_island, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
5927, none, wythers:lush_shroom_caves, MONSTER, minecraft:spider, 80, 4, 4
5928, none, wythers:lush_shroom_caves, MONSTER, minecraft:zombie, 80, 4, 4
5929, none, wythers:lush_shroom_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
5930, none, wythers:lush_shroom_caves, MONSTER, minecraft:skeleton, 80, 4, 4
5931, none, wythers:lush_shroom_caves, MONSTER, minecraft:creeper, 80, 4, 4
5932, none, wythers:lush_shroom_caves, MONSTER, minecraft:slime, 80, 4, 4
5933, none, wythers:lush_shroom_caves, MONSTER, minecraft:enderman, 5, 1, 4
5934, none, wythers:lush_shroom_caves, MONSTER, minecraft:witch, 5, 1, 1
5935, none, wythers:lush_shroom_caves, MONSTER, quark:stoneling, 80, 1, 1
5936, none, wythers:lush_shroom_caves, MONSTER, quark:toretoise, 80, 2, 4
5937, none, wythers:lush_shroom_caves, AMBIENT, minecraft:bat, 10, 8, 8
5938, none, wythers:lush_shroom_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
5939, none, wythers:lush_shroom_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5940, none, wythers:lush_shroom_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
5941, none, wythers:autumnal_plains, MONSTER, minecraft:spider, 80, 4, 4
5942, none, wythers:autumnal_plains, MONSTER, minecraft:zombie, 80, 4, 4
5943, none, wythers:autumnal_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
5944, none, wythers:autumnal_plains, MONSTER, minecraft:skeleton, 80, 4, 4
5945, none, wythers:autumnal_plains, MONSTER, minecraft:creeper, 80, 4, 4
5946, none, wythers:autumnal_plains, MONSTER, minecraft:slime, 80, 4, 4
5947, none, wythers:autumnal_plains, MONSTER, minecraft:enderman, 5, 1, 4
5948, none, wythers:autumnal_plains, MONSTER, minecraft:witch, 5, 1, 1
5949, none, wythers:autumnal_plains, MONSTER, quark:stoneling, 80, 1, 1
5950, none, wythers:autumnal_plains, MONSTER, quark:toretoise, 80, 2, 4
5951, none, wythers:autumnal_plains, CREATURE, minecraft:chicken, 10, 4, 4
5952, none, wythers:autumnal_plains, CREATURE, minecraft:cow, 10, 4, 4
5953, none, wythers:autumnal_plains, CREATURE, minecraft:horse, 10, 2, 6
5954, none, wythers:autumnal_plains, CREATURE, minecraft:donkey, 10, 1, 3
5955, none, wythers:autumnal_plains, AMBIENT, minecraft:bat, 10, 8, 8
5956, none, wythers:autumnal_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5957, none, wythers:gravelly_beach, MONSTER, minecraft:spider, 80, 4, 4
5958, none, wythers:gravelly_beach, MONSTER, minecraft:zombie, 80, 4, 4
5959, none, wythers:gravelly_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
5960, none, wythers:gravelly_beach, MONSTER, minecraft:skeleton, 80, 4, 4
5961, none, wythers:gravelly_beach, MONSTER, minecraft:creeper, 80, 4, 4
5962, none, wythers:gravelly_beach, MONSTER, minecraft:slime, 80, 4, 4
5963, none, wythers:gravelly_beach, MONSTER, minecraft:enderman, 5, 1, 4
5964, none, wythers:gravelly_beach, MONSTER, minecraft:witch, 5, 1, 1
5965, none, wythers:gravelly_beach, MONSTER, minecraft:drowned, 80, 1, 1
5966, none, wythers:gravelly_beach, MONSTER, quark:stoneling, 80, 1, 1
5967, none, wythers:gravelly_beach, MONSTER, quark:toretoise, 80, 2, 4
5968, none, wythers:gravelly_beach, AMBIENT, minecraft:bat, 10, 8, 8
5969, none, wythers:gravelly_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5970, none, wythers:gravelly_beach, WATER_CREATURE, minecraft:squid, 10, 1, 4
5971, none, wythers:gravelly_beach, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
5972, none, wythers:bamboo_jungle_swamp, MONSTER, minecraft:spider, 80, 4, 4
5973, none, wythers:bamboo_jungle_swamp, MONSTER, minecraft:zombie, 80, 4, 4
5974, none, wythers:bamboo_jungle_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
5975, none, wythers:bamboo_jungle_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
5976, none, wythers:bamboo_jungle_swamp, MONSTER, minecraft:creeper, 80, 4, 4
5977, none, wythers:bamboo_jungle_swamp, MONSTER, minecraft:slime, 80, 4, 4
5978, none, wythers:bamboo_jungle_swamp, MONSTER, minecraft:enderman, 5, 1, 4
5979, none, wythers:bamboo_jungle_swamp, MONSTER, minecraft:witch, 5, 1, 1
5980, none, wythers:bamboo_jungle_swamp, MONSTER, minecraft:slime, 10, 1, 1
5981, none, wythers:bamboo_jungle_swamp, MONSTER, quark:stoneling, 80, 1, 1
5982, none, wythers:bamboo_jungle_swamp, MONSTER, quark:toretoise, 80, 2, 4
5983, none, wythers:bamboo_jungle_swamp, CREATURE, minecraft:pig, 10, 4, 4
5984, none, wythers:bamboo_jungle_swamp, CREATURE, minecraft:chicken, 10, 4, 4
5985, none, wythers:bamboo_jungle_swamp, AMBIENT, minecraft:bat, 10, 8, 8
5986, none, wythers:bamboo_jungle_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5987, none, wythers:ancient_copper_beech_forest, MONSTER, minecraft:spider, 80, 4, 4
5988, none, wythers:ancient_copper_beech_forest, MONSTER, minecraft:zombie, 80, 4, 4
5989, none, wythers:ancient_copper_beech_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
5990, none, wythers:ancient_copper_beech_forest, MONSTER, minecraft:skeleton, 80, 4, 4
5991, none, wythers:ancient_copper_beech_forest, MONSTER, minecraft:creeper, 80, 4, 4
5992, none, wythers:ancient_copper_beech_forest, MONSTER, minecraft:slime, 80, 4, 4
5993, none, wythers:ancient_copper_beech_forest, MONSTER, minecraft:enderman, 5, 1, 4
5994, none, wythers:ancient_copper_beech_forest, MONSTER, minecraft:witch, 5, 1, 1
5995, none, wythers:ancient_copper_beech_forest, MONSTER, quark:stoneling, 80, 1, 1
5996, none, wythers:ancient_copper_beech_forest, MONSTER, quark:toretoise, 80, 2, 4
5997, none, wythers:ancient_copper_beech_forest, CREATURE, minecraft:sheep, 12, 4, 4
5998, none, wythers:ancient_copper_beech_forest, CREATURE, minecraft:pig, 10, 4, 4
5999, none, wythers:ancient_copper_beech_forest, CREATURE, minecraft:chicken, 10, 4, 4
6000, none, wythers:ancient_copper_beech_forest, CREATURE, minecraft:cow, 10, 4, 4
6001, none, wythers:ancient_copper_beech_forest, AMBIENT, minecraft:bat, 10, 8, 8
6002, none, wythers:ancient_copper_beech_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6003, none, wythers:badlands_river, MONSTER, minecraft:spider, 80, 4, 4
6004, none, wythers:badlands_river, MONSTER, minecraft:zombie, 80, 4, 4
6005, none, wythers:badlands_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
6006, none, wythers:badlands_river, MONSTER, minecraft:skeleton, 80, 4, 4
6007, none, wythers:badlands_river, MONSTER, minecraft:creeper, 80, 4, 4
6008, none, wythers:badlands_river, MONSTER, minecraft:slime, 80, 4, 4
6009, none, wythers:badlands_river, MONSTER, minecraft:enderman, 5, 1, 4
6010, none, wythers:badlands_river, MONSTER, minecraft:witch, 5, 1, 1
6011, none, wythers:badlands_river, MONSTER, minecraft:drowned, 80, 1, 1
6012, none, wythers:badlands_river, MONSTER, quark:stoneling, 80, 1, 1
6013, none, wythers:badlands_river, MONSTER, quark:toretoise, 80, 2, 4
6014, none, wythers:badlands_river, AMBIENT, minecraft:bat, 10, 8, 8
6015, none, wythers:badlands_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6016, none, wythers:badlands_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
6017, none, wythers:badlands_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
6018, none, wythers:outback, MONSTER, minecraft:spider, 80, 4, 4
6019, none, wythers:outback, MONSTER, minecraft:zombie, 80, 4, 4
6020, none, wythers:outback, MONSTER, minecraft:zombie_villager, 10, 1, 1
6021, none, wythers:outback, MONSTER, minecraft:skeleton, 80, 4, 4
6022, none, wythers:outback, MONSTER, minecraft:creeper, 80, 4, 4
6023, none, wythers:outback, MONSTER, minecraft:slime, 80, 4, 4
6024, none, wythers:outback, MONSTER, minecraft:enderman, 5, 1, 4
6025, none, wythers:outback, MONSTER, minecraft:witch, 5, 1, 1
6026, none, wythers:outback, MONSTER, quark:stoneling, 80, 1, 1
6027, none, wythers:outback, MONSTER, quark:toretoise, 80, 2, 4
6028, none, wythers:outback, CREATURE, minecraft:rabbit, 10, 2, 3
6029, none, wythers:outback, CREATURE, minecraft:cow, 10, 4, 4
6030, none, wythers:outback, CREATURE, minecraft:horse, 10, 2, 6
6031, none, wythers:outback, CREATURE, minecraft:donkey, 10, 1, 3
6032, none, wythers:outback, CREATURE, minecraft:wolf, 10, 4, 4
6033, none, wythers:outback, CREATURE, iceandfire:hippogryph, 2, 1, 1
6034, none, wythers:outback, AMBIENT, minecraft:bat, 10, 8, 8
6035, none, wythers:outback, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6036, none, wythers:flooded_rainforest, MONSTER, minecraft:spider, 80, 4, 4
6037, none, wythers:flooded_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
6038, none, wythers:flooded_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
6039, none, wythers:flooded_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
6040, none, wythers:flooded_rainforest, MONSTER, minecraft:creeper, 80, 4, 4
6041, none, wythers:flooded_rainforest, MONSTER, minecraft:slime, 80, 4, 4
6042, none, wythers:flooded_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
6043, none, wythers:flooded_rainforest, MONSTER, minecraft:witch, 5, 1, 1
6044, none, wythers:flooded_rainforest, MONSTER, minecraft:ocelot, 10, 1, 3
6045, none, wythers:flooded_rainforest, MONSTER, quark:stoneling, 80, 1, 1
6046, none, wythers:flooded_rainforest, MONSTER, quark:toretoise, 80, 2, 4
6047, none, wythers:flooded_rainforest, CREATURE, minecraft:pig, 10, 4, 4
6048, none, wythers:flooded_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
6049, none, wythers:flooded_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
6050, none, wythers:flooded_rainforest, CREATURE, minecraft:parrot, 40, 1, 2
6051, none, wythers:flooded_rainforest, CREATURE, minecraft:panda, 10, 1, 2
6052, none, wythers:flooded_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
6053, none, wythers:flooded_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6054, none, wythers:flooded_rainforest, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
6055, none, wythers:flooded_rainforest, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
6056, none, wythers:flooded_rainforest, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
6057, none, wythers:icy_shore, MONSTER, minecraft:spider, 80, 4, 4
6058, none, wythers:icy_shore, MONSTER, minecraft:zombie, 80, 4, 4
6059, none, wythers:icy_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
6060, none, wythers:icy_shore, MONSTER, minecraft:skeleton, 80, 4, 4
6061, none, wythers:icy_shore, MONSTER, minecraft:creeper, 80, 4, 4
6062, none, wythers:icy_shore, MONSTER, minecraft:slime, 80, 4, 4
6063, none, wythers:icy_shore, MONSTER, minecraft:enderman, 5, 1, 4
6064, none, wythers:icy_shore, MONSTER, minecraft:witch, 5, 1, 1
6065, none, wythers:icy_shore, MONSTER, quark:stoneling, 80, 1, 1
6066, none, wythers:icy_shore, MONSTER, quark:toretoise, 80, 2, 4
6067, none, wythers:icy_shore, MONSTER, iceandfire:troll, 40, 1, 3
6068, none, wythers:icy_shore, CREATURE, minecraft:polar_bear, 10, 1, 2
6069, none, wythers:icy_shore, AMBIENT, minecraft:bat, 10, 8, 8
6070, none, wythers:icy_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6071, none, wythers:kwongan_heath, MONSTER, minecraft:spider, 80, 4, 4
6072, none, wythers:kwongan_heath, MONSTER, minecraft:zombie, 80, 4, 4
6073, none, wythers:kwongan_heath, MONSTER, minecraft:zombie_villager, 10, 1, 1
6074, none, wythers:kwongan_heath, MONSTER, minecraft:skeleton, 80, 4, 4
6075, none, wythers:kwongan_heath, MONSTER, minecraft:creeper, 80, 4, 4
6076, none, wythers:kwongan_heath, MONSTER, minecraft:slime, 80, 4, 4
6077, none, wythers:kwongan_heath, MONSTER, minecraft:enderman, 5, 1, 4
6078, none, wythers:kwongan_heath, MONSTER, minecraft:witch, 5, 1, 1
6079, none, wythers:kwongan_heath, MONSTER, quark:stoneling, 80, 1, 1
6080, none, wythers:kwongan_heath, MONSTER, quark:toretoise, 80, 2, 4
6081, none, wythers:kwongan_heath, CREATURE, minecraft:chicken, 10, 4, 4
6082, none, wythers:kwongan_heath, CREATURE, minecraft:cow, 10, 4, 4
6083, none, wythers:kwongan_heath, CREATURE, minecraft:horse, 10, 2, 6
6084, none, wythers:kwongan_heath, CREATURE, minecraft:donkey, 10, 1, 3
6085, none, wythers:kwongan_heath, CREATURE, iceandfire:hippogryph, 2, 1, 1
6086, none, wythers:kwongan_heath, AMBIENT, minecraft:bat, 10, 8, 8
6087, none, wythers:kwongan_heath, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6088, none, wythers:savanna_badlands, MONSTER, minecraft:spider, 80, 4, 4
6089, none, wythers:savanna_badlands, MONSTER, minecraft:zombie, 80, 4, 4
6090, none, wythers:savanna_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
6091, none, wythers:savanna_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
6092, none, wythers:savanna_badlands, MONSTER, minecraft:creeper, 80, 4, 4
6093, none, wythers:savanna_badlands, MONSTER, minecraft:slime, 80, 4, 4
6094, none, wythers:savanna_badlands, MONSTER, minecraft:enderman, 5, 1, 4
6095, none, wythers:savanna_badlands, MONSTER, minecraft:witch, 5, 1, 1
6096, none, wythers:savanna_badlands, MONSTER, quark:stoneling, 80, 1, 1
6097, none, wythers:savanna_badlands, MONSTER, quark:toretoise, 80, 2, 4
6098, none, wythers:savanna_badlands, CREATURE, minecraft:pig, 10, 4, 4
6099, none, wythers:savanna_badlands, CREATURE, minecraft:chicken, 10, 4, 4
6100, none, wythers:savanna_badlands, CREATURE, minecraft:cow, 10, 4, 4
6101, none, wythers:savanna_badlands, CREATURE, minecraft:horse, 10, 2, 6
6102, none, wythers:savanna_badlands, CREATURE, minecraft:donkey, 10, 1, 1
6103, none, wythers:savanna_badlands, CREATURE, iceandfire:hippogryph, 2, 1, 1
6104, none, wythers:savanna_badlands, AMBIENT, minecraft:bat, 10, 8, 8
6105, none, wythers:savanna_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6106, none, wythers:icy_volcano, MONSTER, minecraft:spider, 80, 4, 4
6107, none, wythers:icy_volcano, MONSTER, minecraft:zombie, 19, 4, 4
6108, none, wythers:icy_volcano, MONSTER, minecraft:zombie_villager, 10, 1, 1
6109, none, wythers:icy_volcano, MONSTER, minecraft:skeleton, 80, 4, 4
6110, none, wythers:icy_volcano, MONSTER, minecraft:creeper, 80, 4, 4
6111, none, wythers:icy_volcano, MONSTER, minecraft:slime, 80, 4, 4
6112, none, wythers:icy_volcano, MONSTER, minecraft:enderman, 5, 1, 4
6113, none, wythers:icy_volcano, MONSTER, minecraft:witch, 5, 1, 1
6114, none, wythers:icy_volcano, MONSTER, minecraft:husk, 80, 4, 4
6115, none, wythers:icy_volcano, MONSTER, quark:stoneling, 80, 1, 1
6116, none, wythers:icy_volcano, MONSTER, quark:toretoise, 80, 2, 4
6117, none, wythers:icy_volcano, MONSTER, iceandfire:troll, 40, 1, 3
6118, none, wythers:icy_volcano, CREATURE, iceandfire:hippogryph, 2, 1, 1
6119, none, wythers:icy_volcano, AMBIENT, minecraft:bat, 10, 8, 8
6120, none, wythers:icy_volcano, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6121, none, wythers:snowy_thermal_taiga, MONSTER, minecraft:spider, 80, 4, 4
6122, none, wythers:snowy_thermal_taiga, MONSTER, minecraft:zombie, 80, 4, 4
6123, none, wythers:snowy_thermal_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
6124, none, wythers:snowy_thermal_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
6125, none, wythers:snowy_thermal_taiga, MONSTER, minecraft:creeper, 80, 4, 4
6126, none, wythers:snowy_thermal_taiga, MONSTER, minecraft:slime, 80, 4, 4
6127, none, wythers:snowy_thermal_taiga, MONSTER, minecraft:enderman, 5, 1, 4
6128, none, wythers:snowy_thermal_taiga, MONSTER, minecraft:witch, 5, 1, 1
6129, none, wythers:snowy_thermal_taiga, MONSTER, quark:stoneling, 80, 1, 1
6130, none, wythers:snowy_thermal_taiga, MONSTER, quark:toretoise, 80, 2, 4
6131, none, wythers:snowy_thermal_taiga, MONSTER, iceandfire:troll, 40, 1, 3
6132, none, wythers:snowy_thermal_taiga, CREATURE, minecraft:goat, 12, 4, 4
6133, none, wythers:snowy_thermal_taiga, CREATURE, minecraft:wolf, 10, 4, 4
6134, none, wythers:snowy_thermal_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
6135, none, wythers:snowy_thermal_taiga, CREATURE, minecraft:fox, 10, 2, 4
6136, none, wythers:snowy_thermal_taiga, AMBIENT, minecraft:bat, 10, 8, 8
6137, none, wythers:snowy_thermal_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6138, none, wythers:scrubland, MONSTER, minecraft:spider, 80, 4, 4
6139, none, wythers:scrubland, MONSTER, minecraft:zombie, 80, 4, 4
6140, none, wythers:scrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
6141, none, wythers:scrubland, MONSTER, minecraft:skeleton, 80, 4, 4
6142, none, wythers:scrubland, MONSTER, minecraft:creeper, 80, 4, 4
6143, none, wythers:scrubland, MONSTER, minecraft:slime, 80, 4, 4
6144, none, wythers:scrubland, MONSTER, minecraft:enderman, 5, 1, 4
6145, none, wythers:scrubland, MONSTER, minecraft:witch, 5, 1, 1
6146, none, wythers:scrubland, MONSTER, quark:stoneling, 80, 1, 1
6147, none, wythers:scrubland, MONSTER, quark:toretoise, 80, 2, 4
6148, none, wythers:scrubland, AMBIENT, minecraft:bat, 10, 8, 8
6149, none, wythers:scrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6150, none, wythers:icy_river, MONSTER, minecraft:spider, 80, 4, 4
6151, none, wythers:icy_river, MONSTER, minecraft:zombie, 80, 4, 4
6152, none, wythers:icy_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
6153, none, wythers:icy_river, MONSTER, minecraft:skeleton, 80, 4, 4
6154, none, wythers:icy_river, MONSTER, minecraft:creeper, 80, 4, 4
6155, none, wythers:icy_river, MONSTER, minecraft:slime, 80, 4, 4
6156, none, wythers:icy_river, MONSTER, minecraft:enderman, 5, 1, 4
6157, none, wythers:icy_river, MONSTER, minecraft:witch, 5, 1, 1
6158, none, wythers:icy_river, MONSTER, minecraft:drowned, 10, 1, 1
6159, none, wythers:icy_river, MONSTER, quark:stoneling, 80, 1, 1
6160, none, wythers:icy_river, MONSTER, quark:toretoise, 80, 2, 4
6161, none, wythers:icy_river, AMBIENT, minecraft:bat, 10, 8, 8
6162, none, wythers:icy_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6163, none, wythers:icy_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
6164, none, wythers:icy_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
6165, none, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:spider, 80, 4, 4
6166, none, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:zombie, 80, 4, 4
6167, none, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:zombie_villager, 10, 1, 1
6168, none, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:skeleton, 80, 4, 4
6169, none, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:creeper, 80, 4, 4
6170, none, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:slime, 80, 4, 4
6171, none, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:enderman, 5, 1, 4
6172, none, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:witch, 5, 1, 1
6173, none, wythers:eucalyptus_salubris_woodland, MONSTER, quark:stoneling, 80, 1, 1
6174, none, wythers:eucalyptus_salubris_woodland, MONSTER, quark:toretoise, 80, 2, 4
6175, none, wythers:eucalyptus_salubris_woodland, CREATURE, minecraft:rabbit, 10, 2, 6
6176, none, wythers:eucalyptus_salubris_woodland, AMBIENT, minecraft:bat, 10, 8, 8
6177, none, wythers:eucalyptus_salubris_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6178, none, wythers:volcanic_crater, MONSTER, minecraft:spider, 80, 4, 4
6179, none, wythers:volcanic_crater, MONSTER, minecraft:zombie, 19, 4, 4
